productid,productname,productprice,customerid,customername,quantity,totalprice,area
159,Customized Bottle,328,915,Zaki,2,2276,Nadiad
110,Lippan Art,487,914,Deep,2,500,Kheda
152,Customized Bottle,1294,912,Zaki,25,5193,Ahmedabad
126,Customized Bottle,355,912,Ghi,2,1059,Kheda
115,Photo Frames,420,916,Dhruv,5,5287,Matar
114,Hoardings,100,917,Dhruv,15,14181,Surat
114,Hoardings,184,912,Naitik,2,500,Surat
148,Hoardings,100,914,Naitik,3,593,Surat
117,Hoardings,100,919,Dhruv,8,500,Surat
114,Lippan Art,565,911,Vishwam,9,25000,Kheda
121,Lippan Art,449,916,Ghi,4,2399,Kheda
130,Customized Bottle,1299,917,Abc,2,1814,Ahmedabad
155,Sipper,328,911,Vishwam,2,500,Vadodra
110,Banner Printing,100,915,Naitik,7,500,Surat
116,Visiting Card,376,914,Abc,7,3056,Ahmedabad
124,Banner Printing,100,915,Naitik,2,950,Surat
116,Lippan Art,560,920,Dhruv,2,703,Vadodra
163,Banner Printing,503,915,Zaki,5,1931,Nadiad
124,Lightning Gift,484,919,Deep,2,2620,Ahmedabad
110,Visiting Card,437,919,Dhyey,5,9587,Kheda
150,Sipper,566,915,Ghi,7,4964,Kheda
139,Customized Bottle,100,912,Dhruv,24,711,Matar
142,Phone Cases,651,920,Jkl,25,2082,Vadodra
143,Lightning Gift,508,922,Vishwam,9,1390,Vadodra
139,Visiting Card,500,922,Deep,4,1834,Ahmedabad
114,Visiting Card,208,915,Dev,2,19021,Surat
136,Animal Toys,405,913,Jkl,4,13334,Ahmedabad
127,Customized Bottle,585,917,Zaki,35,12954,Nadiad
121,Animal Toys,112,919,Dhyey,2,6777,Surat
142,Photo Frames,652,913,Deep,4,5978,Ahmedabad
114,Photo Frames,432,918,Ghi,11,500,Surat
120,Banner Printing,322,911,Naitik,5,3662,Ahmedabad
154,Lightning Gift,100,919,Dhruv,2,500,Vadodra
155,Phone Cases,426,918,Jkl,2,500,Vadodra
114,Visiting Card,404,917,Naitik,100,6724,Ahmedabad
111,Photo Frames,1299,920,Def,2,500,Surat
151,Sipper,599,913,Hriday,4,6730,Ahmedabad
163,Customized Bottle,493,911,Vishwam,35,2428,Nadiad
117,Phone Cases,490,913,Jkl,5,1604,Ahmedabad
145,Show Piece,659,913,Vishwam,17,500,Ahmedabad
123,Visiting Card,379,919,Abc,9,13205,Surat
116,Sipper,1037,916,Jkl,2,500,Ahmedabad
121,Phone Cases,257,915,Dhruv,2,500,Surat
127,Lightning Gift,380,918,Jkl,2,1679,Vadodra
111,Photo Frames,433,918,Dhyey,2,500,Surat
139,Hoardings,162,912,Dhruv,5,1189,Surat
144,Banner Printing,378,917,Jkl,2,935,Vadodra
120,Hoardings,565,921,Jkl,4,24078,Surat
110,Hoardings,252,915,Dhruv,2,500,Ahmedabad
110,Office Gifts,532,914,Dev,4,5564,Ahmedabad
158,Lightning Gift,642,922,Jkl,4,1846,Vadodra
148,Animal Toys,586,912,Zaki,17,7734,Ahmedabad
111,Visiting Card,1299,916,Dev,6,1624,Ahmedabad
117,Lippan Art,320,914,Dhyey,14,1387,Surat
152,Phone Cases,1243,917,Dhyey,2,18905,Surat
110,Lippan Art,347,918,Dhruv,2,682,Kheda
114,Phone Cases,359,921,Dhyey,2,723,Vadodra
114,Office Gifts,477,913,Dhyey,12,4009,Ahmedabad
146,Customized Bottle,1299,920,Deep,28,7444,Ahmedabad
133,Hoardings,432,916,Dhruv,7,25000,Vadodra
119,Show Piece,257,922,Dev,3,1562,Ahmedabad
124,Lightning Gift,541,917,Zaki,27,8535,Surat
151,Banner Printing,407,919,Ghi,2,1114,Ahmedabad
121,Lightning Gift,717,920,Vishwam,2,5182,Kheda
110,Lightning Gift,676,920,Dhyey,6,24495,Ahmedabad
141,Phone Cases,237,911,Naitik,2,500,Vadodra
138,Photo Frames,612,918,Def,7,15633,Ahmedabad
125,Office Gifts,207,912,Zaki,15,10295,Nadiad
130,Show Piece,620,915,Dev,2,703,Ahmedabad
118,Office Gifts,364,911,Abc,31,5998,Ahmedabad
119,Photo Frames,1299,921,Jkl,3,1478,Matar
113,Show Piece,374,918,Abc,2,500,Ahmedabad
111,Office Gifts,466,915,Dev,2,3676,Ahmedabad
110,Visiting Card,1299,911,Abc,2,8683,Ahmedabad
115,Animal Toys,539,918,Hriday,2,646,Ahmedabad
111,Animal Toys,306,920,Def,2,500,Surat
113,Banner Printing,100,913,Dhruv,7,500,Surat
156,Animal Toys,442,912,Ghi,2,500,Ahmedabad
163,Phone Cases,388,916,Zaki,2,539,Vadodra
110,Hoardings,457,921,Deep,2,500,Ahmedabad
148,Lightning Gift,548,921,Ghi,3,7211,Ahmedabad
138,Visiting Card,335,912,Abc,3,17586,Ahmedabad
160,Customized Bottle,120,918,Deep,14,1889,Surat
150,Banner Printing,310,911,Dhyey,2,2858,Ahmedabad
112,Lippan Art,1103,918,Ghi,6,2530,Surat
147,Photo Frames,394,915,Dev,2,500,Ahmedabad
148,Sipper,100,916,Naitik,2,1525,Vadodra
137,Photo Frames,424,921,Jkl,8,500,Vadodra
150,Customized Bottle,439,911,Zaki,48,10435,Nadiad
149,Animal Toys,380,920,Dev,2,8012,Ahmedabad
163,Customized Bottle,544,918,Zaki,8,9928,Nadiad
159,Customized Bottle,580,914,Jkl,17,4686,Nadiad
145,Banner Printing,600,919,Jkl,2,500,Vadodra
121,Lightning Gift,100,920,Ghi,2,500,Kheda
110,Lippan Art,196,916,Dhruv,10,3506,Surat
120,Show Piece,454,915,Ghi,6,763,Ahmedabad
154,Lightning Gift,663,919,Vishwam,2,500,Vadodra
138,Lightning Gift,625,920,Deep,2,711,Ahmedabad
163,Lightning Gift,541,921,Ghi,4,1151,Kheda
110,Show Piece,369,914,Ghi,9,693,Ahmedabad
116,Phone Cases,310,911,Vishwam,8,1026,Matar
127,Animal Toys,100,912,Dhruv,2,2927,Surat
123,Photo Frames,568,918,Abc,4,9283,Matar
123,Phone Cases,543,913,Abc,2,1203,Matar
112,Lightning Gift,1299,914,Def,9,3564,Kheda
111,Visiting Card,1299,911,Deep,7,4770,Matar
116,Banner Printing,387,912,Hriday,2,1532,Ahmedabad
146,Show Piece,304,919,Dhyey,7,1224,Vadodra
152,Phone Cases,553,914,Vishwam,100,25000,Nadiad
114,Show Piece,1299,911,Dev,2,6313,Ahmedabad
138,Show Piece,552,920,Vishwam,7,22349,Ahmedabad
117,Office Gifts,1299,913,Dev,2,1661,Ahmedabad
155,Customized Bottle,562,914,Zaki,73,1862,Vadodra
113,Hoardings,100,918,Dhruv,11,551,Surat
146,Lightning Gift,669,920,Def,2,500,Vadodra
144,Sipper,543,917,Hriday,91,780,Ahmedabad
125,Phone Cases,339,912,Dhruv,13,7608,Kheda
155,Customized Bottle,504,913,Zaki,22,9531,Nadiad
138,Customized Bottle,478,918,Abc,2,5710,Vadodra
113,Show Piece,1299,915,Dev,32,4347,Kheda
110,Lippan Art,210,917,Dhyey,4,2961,Surat
114,Photo Frames,635,917,Vishwam,2,1303,Surat
113,Banner Printing,100,919,Naitik,8,780,Surat
115,Sipper,347,919,Def,2,500,Ahmedabad
150,Lippan Art,750,918,Jkl,2,500,Vadodra
120,Office Gifts,100,913,Naitik,2,500,Surat
160,Photo Frames,290,915,Naitik,17,1393,Surat
111,Lippan Art,538,916,Deep,7,782,Kheda
118,Animal Toys,542,920,Abc,2,15931,Ahmedabad
138,Photo Frames,1299,917,Vishwam,14,5983,Ahmedabad
110,Visiting Card,201,921,Deep,8,2299,Ahmedabad
115,Office Gifts,215,911,Dhyey,4,5382,Surat
114,Lippan Art,311,916,Dhyey,9,1721,Kheda
146,Animal Toys,373,916,Dhruv,16,500,Ahmedabad
110,Lippan Art,1299,911,Dhyey,20,500,Ahmedabad
135,Photo Frames,299,913,Dhruv,6,500,Vadodra
124,Visiting Card,478,914,Vishwam,7,16206,Ahmedabad
135,Hoardings,100,917,Dhruv,2,896,Surat
147,Phone Cases,308,916,Vishwam,2,1159,Surat
154,Customized Bottle,368,918,Def,4,7095,Ahmedabad
111,Photo Frames,353,920,Deep,2,980,Matar
117,Photo Frames,573,915,Jkl,79,5987,Matar
158,Customized Bottle,566,911,Zaki,2,1356,Nadiad
156,Customized Bottle,589,913,Zaki,13,7721,Vadodra
118,Office Gifts,379,915,Dev,17,2421,Matar
135,Sipper,580,911,Hriday,2,500,Ahmedabad
131,Show Piece,615,917,Def,4,500,Ahmedabad
152,Customized Bottle,666,921,Def,14,5765,Ahmedabad
112,Hoardings,100,912,Dhruv,7,6035,Ahmedabad
163,Customized Bottle,614,919,Zaki,13,9065,Nadiad
140,Office Gifts,676,921,Zaki,4,6578,Ahmedabad
155,Sipper,658,911,Zaki,94,4877,Ahmedabad
151,Lippan Art,515,918,Def,16,500,Ahmedabad
152,Show Piece,486,911,Abc,3,546,Ahmedabad
114,Show Piece,630,917,Dhyey,6,810,Ahmedabad
121,Banner Printing,238,917,Dhruv,2,500,Ahmedabad
110,Lippan Art,1205,913,Deep,15,2740,Surat
110,Lippan Art,293,914,Zaki,12,5697,Kheda
118,Show Piece,501,917,Hriday,2,5974,Kheda
152,Lightning Gift,672,917,Zaki,2,947,Vadodra
117,Phone Cases,367,913,Vishwam,2,500,Kheda
110,Photo Frames,487,918,Deep,2,6437,Matar
156,Lippan Art,390,913,Dev,41,1819,Ahmedabad
119,Hoardings,100,915,Ghi,70,500,Surat
143,Lightning Gift,555,920,Vishwam,3,1866,Nadiad
136,Photo Frames,451,916,Dev,8,7500,Vadodra
157,Customized Bottle,100,914,Ghi,17,9214,Surat
117,Animal Toys,316,917,Vishwam,100,1976,Vadodra
143,Sipper,385,915,Naitik,2,1453,Ahmedabad
150,Photo Frames,708,917,Def,100,500,Ahmedabad
150,Banner Printing,496,920,Abc,2,923,Ahmedabad
116,Show Piece,341,917,Zaki,12,3270,Ahmedabad
119,Visiting Card,644,911,Deep,8,7226,Ahmedabad
120,Lightning Gift,1299,920,Ghi,6,20832,Kheda
115,Office Gifts,572,915,Deep,2,1140,Ahmedabad
111,Animal Toys,224,914,Deep,2,632,Surat
154,Animal Toys,198,912,Dhruv,2,2140,Surat
110,Office Gifts,1299,912,Abc,2,4622,Ahmedabad
146,Lightning Gift,475,917,Deep,5,1874,Surat
147,Lightning Gift,389,922,Jkl,7,500,Ahmedabad
157,Customized Bottle,563,917,Zaki,2,1202,Nadiad
132,Lightning Gift,1254,913,Hriday,3,19708,Ahmedabad
112,Photo Frames,483,917,Dhyey,2,5731,Matar
149,Phone Cases,417,919,Vishwam,2,1829,Vadodra
113,Banner Printing,736,911,Naitik,17,1270,Surat
113,Customized Bottle,1299,920,Dev,100,2480,Ahmedabad
144,Lightning Gift,1082,919,Dhyey,11,500,Ahmedabad
114,Visiting Card,1051,917,Dhyey,9,20324,Ahmedabad
148,Photo Frames,953,914,Hriday,2,500,Nadiad
121,Hoardings,100,911,Naitik,9,16780,Surat
118,Banner Printing,289,918,Abc,5,5488,Surat
119,Photo Frames,100,912,Naitik,10,500,Ahmedabad
142,Show Piece,575,922,Hriday,7,500,Ahmedabad
129,Banner Printing,100,915,Zaki,2,25000,Surat
114,Banner Printing,100,911,Dhruv,24,500,Ahmedabad
154,Animal Toys,1299,916,Hriday,6,895,Ahmedabad
136,Hoardings,100,911,Naitik,2,500,Surat
126,Customized Bottle,100,917,Jkl,2,767,Surat
128,Photo Frames,402,914,Deep,2,500,Ahmedabad
118,Lightning Gift,257,913,Hriday,15,8979,Surat
111,Lippan Art,602,915,Dhyey,8,6603,Kheda
125,Office Gifts,190,914,Abc,3,1753,Kheda
120,Lippan Art,357,916,Dhyey,10,7863,Surat
113,Photo Frames,439,917,Deep,2,863,Matar
140,Visiting Card,413,914,Abc,2,6513,Ahmedabad
118,Photo Frames,481,918,Dhyey,13,7321,Matar
144,Customized Bottle,1299,916,Hriday,85,17618,Ahmedabad
136,Phone Cases,630,918,Vishwam,3,24370,Kheda
110,Phone Cases,473,915,Vishwam,7,1194,Vadodra
110,Photo Frames,100,911,Dhruv,33,693,Surat
151,Lightning Gift,566,914,Zaki,2,500,Matar
112,Office Gifts,422,913,Dhyey,24,5718,Ahmedabad
155,Phone Cases,570,917,Vishwam,14,1756,Vadodra
116,Show Piece,312,920,Zaki,100,12990,Surat
123,Phone Cases,356,912,Dhruv,30,5335,Matar
110,Hoardings,110,911,Dhruv,10,2659,Surat
125,Customized Bottle,209,917,Hriday,100,7931,Nadiad
116,Hoardings,166,914,Dev,8,510,Surat
110,Hoardings,128,915,Dhruv,6,571,Surat
121,Banner Printing,502,911,Dhruv,9,500,Surat
121,Customized Bottle,175,918,Ghi,6,8227,Surat
110,Animal Toys,718,913,Dhruv,100,2519,Surat
110,Show Piece,401,915,Def,8,500,Ahmedabad
128,Sipper,467,920,Abc,2,664,Ahmedabad
118,Hoardings,368,918,Vishwam,2,1152,Surat
123,Animal Toys,636,916,Hriday,2,24707,Matar
114,Hoardings,100,916,Zaki,4,1350,Ahmedabad
145,Phone Cases,386,919,Def,2,720,Vadodra
132,Lightning Gift,490,920,Vishwam,6,500,Vadodra
124,Banner Printing,124,912,Def,15,1018,Surat
112,Customized Bottle,354,914,Deep,10,1665,Nadiad
140,Lightning Gift,487,921,Vishwam,5,1421,Ahmedabad
116,Animal Toys,399,914,Def,2,500,Ahmedabad
124,Customized Bottle,442,913,Zaki,12,7538,Surat
163,Banner Printing,323,916,Vishwam,8,1867,Nadiad
122,Animal Toys,100,921,Ghi,4,2491,Surat
129,Customized Bottle,295,914,Def,100,6074,Nadiad
147,Lippan Art,341,915,Jkl,6,500,Ahmedabad
120,Customized Bottle,274,917,Abc,6,2220,Nadiad
116,Lightning Gift,635,921,Vishwam,2,500,Vadodra
110,Visiting Card,1005,916,Ghi,2,891,Ahmedabad
163,Lightning Gift,511,916,Hriday,2,1554,Ahmedabad
151,Visiting Card,630,922,Jkl,2,2438,Vadodra
110,Photo Frames,413,914,Dhruv,2,905,Surat
150,Customized Bottle,458,915,Naitik,2,500,Kheda
158,Phone Cases,461,918,Vishwam,2,23688,Vadodra
113,Photo Frames,300,913,Deep,2,500,Matar
128,Phone Cases,100,915,Dhruv,11,904,Surat
119,Animal Toys,100,914,Ghi,14,24717,Surat
110,Banner Printing,560,918,Deep,2,1024,Surat
146,Photo Frames,473,922,Vishwam,2,1598,Vadodra
144,Photo Frames,703,918,Deep,2,2407,Matar
110,Hoardings,439,918,Dhruv,77,1005,Ahmedabad
118,Lippan Art,448,916,Hriday,12,500,Kheda
145,Sipper,316,917,Abc,2,500,Ahmedabad
143,Lightning Gift,439,918,Zaki,100,1969,Vadodra
115,Lightning Gift,326,919,Def,6,6583,Nadiad
123,Banner Printing,100,921,Hriday,2,2844,Surat
123,Office Gifts,257,911,Naitik,3,1727,Surat
117,Visiting Card,452,915,Ghi,4,1472,Ahmedabad
117,Lippan Art,1299,919,Deep,2,24256,Ahmedabad
146,Lightning Gift,578,918,Def,2,500,Vadodra
163,Sipper,587,918,Hriday,2,500,Ahmedabad
146,Lightning Gift,759,919,Dhyey,3,500,Vadodra
142,Hoardings,592,916,Jkl,9,8128,Ahmedabad
155,Show Piece,305,918,Vishwam,2,500,Surat
121,Animal Toys,100,917,Abc,9,965,Surat
110,Office Gifts,345,911,Dhyey,2,4468,Kheda
148,Visiting Card,990,918,Deep,3,22336,Vadodra
112,Banner Printing,123,915,Dhruv,8,605,Surat
112,Hoardings,100,917,Naitik,10,7242,Surat
157,Office Gifts,712,920,Deep,2,7441,Ahmedabad
116,Banner Printing,1094,918,Def,2,500,Surat
114,Photo Frames,100,919,Ghi,4,839,Surat
110,Hoardings,1299,918,Dhyey,3,500,Vadodra
140,Photo Frames,378,915,Jkl,2,2575,Ahmedabad
118,Hoardings,165,917,Dhruv,6,7969,Ahmedabad
135,Sipper,699,918,Dhyey,8,3341,Ahmedabad
146,Show Piece,526,921,Zaki,34,8329,Ahmedabad
110,Visiting Card,243,918,Abc,47,500,Ahmedabad
145,Visiting Card,485,916,Abc,23,500,Ahmedabad
143,Phone Cases,340,917,Jkl,4,500,Ahmedabad
113,Lippan Art,530,917,Abc,3,2120,Ahmedabad
119,Customized Bottle,145,914,Def,32,500,Surat
124,Phone Cases,100,916,Vishwam,2,634,Ahmedabad
118,Customized Bottle,218,917,Vishwam,9,10664,Vadodra
122,Banner Printing,153,917,Dev,2,554,Surat
113,Lightning Gift,530,915,Def,5,500,Ahmedabad
154,Office Gifts,621,912,Zaki,21,10735,Nadiad
116,Customized Bottle,640,919,Jkl,5,1251,Vadodra
113,Hoardings,215,919,Dhruv,11,782,Vadodra
115,Visiting Card,349,915,Ghi,7,10361,Ahmedabad
117,Lippan Art,493,919,Hriday,2,3609,Vadodra
113,Banner Printing,130,913,Dhruv,10,1999,Ahmedabad
120,Hoardings,100,913,Dhruv,6,1013,Surat
121,Hoardings,628,914,Zaki,7,1374,Surat
114,Customized Bottle,581,912,Jkl,2,2296,Vadodra
114,Customized Bottle,1299,917,Naitik,3,500,Ahmedabad
163,Customized Bottle,250,911,Zaki,18,14369,Nadiad
113,Office Gifts,1073,911,Dhruv,4,1936,Kheda
115,Photo Frames,508,919,Naitik,5,2991,Matar
121,Customized Bottle,314,915,Zaki,15,12410,Nadiad
136,Phone Cases,379,917,Jkl,2,2125,Vadodra
134,Phone Cases,143,913,Dhruv,100,5385,Surat
114,Lightning Gift,572,918,Jkl,2,4574,Vadodra
138,Office Gifts,1299,915,Dev,3,5155,Ahmedabad
123,Photo Frames,582,917,Dhruv,83,762,Ahmedabad
161,Lightning Gift,151,920,Ghi,21,1824,Surat
156,Customized Bottle,301,918,Deep,10,1475,Vadodra
114,Sipper,345,912,Naitik,3,500,Ahmedabad
121,Animal Toys,569,916,Abc,2,2458,Ahmedabad
139,Lightning Gift,185,922,Ghi,2,1823,Vadodra
142,Lippan Art,137,914,Naitik,4,645,Vadodra
144,Visiting Card,814,919,Dev,55,1976,Vadodra
114,Banner Printing,100,918,Jkl,2,865,Surat
119,Animal Toys,184,918,Vishwam,54,5651,Vadodra
112,Photo Frames,133,919,Vishwam,2,772,Surat
143,Banner Printing,100,913,Vishwam,2,500,Surat
110,Photo Frames,1299,911,Dev,3,17902,Ahmedabad
152,Customized Bottle,486,917,Zaki,17,2192,Nadiad
125,Banner Printing,229,918,Ghi,2,1007,Surat
110,Lightning Gift,565,920,Jkl,2,500,Vadodra
110,Lippan Art,393,911,Dhyey,100,5632,Kheda
110,Animal Toys,303,922,Jkl,2,1329,Vadodra
136,Lightning Gift,583,919,Hriday,100,4642,Ahmedabad
145,Office Gifts,356,913,Zaki,42,9667,Nadiad
114,Hoardings,298,913,Dhruv,81,7802,Ahmedabad
141,Lippan Art,566,918,Def,20,6488,Ahmedabad
154,Phone Cases,601,916,Zaki,3,1807,Nadiad
140,Office Gifts,571,919,Jkl,2,500,Vadodra
112,Lippan Art,367,922,Vishwam,2,6403,Vadodra
114,Customized Bottle,314,913,Dhruv,11,500,Surat
151,Show Piece,402,912,Dhruv,2,1527,Nadiad
112,Photo Frames,444,914,Hriday,2,3706,Ahmedabad
133,Phone Cases,435,911,Deep,2,642,Ahmedabad
142,Show Piece,304,914,Dhruv,2,818,Ahmedabad
110,Hoardings,298,911,Dhruv,10,6555,Ahmedabad
115,Phone Cases,362,913,Vishwam,10,7697,Nadiad
110,Sipper,606,916,Dev,2,500,Ahmedabad
151,Lightning Gift,687,920,Jkl,8,7918,Vadodra
110,Lightning Gift,531,915,Deep,2,1114,Kheda
113,Lippan Art,193,911,Abc,100,12826,Kheda
119,Office Gifts,100,914,Naitik,2,500,Surat
138,Office Gifts,681,920,Vishwam,11,1225,Ahmedabad
141,Lightning Gift,649,921,Vishwam,14,500,Vadodra
111,Phone Cases,548,919,Hriday,2,23331,Ahmedabad
112,Office Gifts,954,913,Dhruv,9,1615,Ahmedabad
114,Phone Cases,505,911,Jkl,5,1574,Surat
136,Banner Printing,339,914,Dev,2,4661,Ahmedabad
113,Hoardings,790,913,Dhyey,11,7953,Surat
119,Hoardings,385,912,Zaki,25,10320,Nadiad
113,Banner Printing,345,917,Jkl,2,500,Vadodra
110,Visiting Card,481,922,Abc,6,2952,Ahmedabad
113,Office Gifts,526,915,Jkl,2,12145,Ahmedabad
110,Lightning Gift,1299,918,Jkl,5,5663,Vadodra
110,Customized Bottle,254,916,Naitik,2,1163,Surat
110,Sipper,308,914,Dhruv,56,1308,Kheda
143,Phone Cases,676,922,Deep,2,500,Vadodra
115,Sipper,470,917,Vishwam,2,9606,Ahmedabad
140,Customized Bottle,497,913,Def,100,7222,Nadiad
156,Phone Cases,235,919,Vishwam,49,500,Vadodra
142,Phone Cases,487,915,Dhyey,2,2102,Vadodra
119,Photo Frames,298,911,Dev,8,5513,Kheda
120,Office Gifts,1262,916,Dev,62,11251,Ahmedabad
160,Lightning Gift,536,920,Def,2,3897,Vadodra
148,Lightning Gift,433,916,Jkl,2,500,Vadodra
134,Sipper,528,917,Hriday,8,500,Ahmedabad
160,Sipper,496,916,Zaki,38,1663,Nadiad
146,Lightning Gift,792,913,Jkl,4,500,Vadodra
121,Photo Frames,582,921,Deep,2,500,Matar
114,Animal Toys,311,912,Dev,23,1385,Ahmedabad
113,Lippan Art,533,911,Hriday,6,3654,Ahmedabad
154,Sipper,407,917,Vishwam,2,989,Ahmedabad
112,Lippan Art,203,915,Hriday,2,1029,Surat
150,Photo Frames,570,921,Jkl,2,500,Vadodra
120,Lippan Art,248,913,Vishwam,8,12236,Kheda
110,Office Gifts,463,911,Vishwam,23,5368,Ahmedabad
111,Photo Frames,489,915,Def,25,1763,Matar
157,Sipper,414,917,Zaki,14,7992,Ahmedabad
157,Customized Bottle,313,914,Deep,27,2191,Vadodra
110,Office Gifts,346,914,Hriday,7,3576,Ahmedabad
116,Office Gifts,100,917,Dhruv,4,6381,Vadodra
119,Office Gifts,506,911,Zaki,12,2016,Nadiad
159,Lightning Gift,512,918,Zaki,30,1803,Vadodra
110,Photo Frames,710,920,Deep,2,500,Ahmedabad
148,Animal Toys,324,922,Jkl,2,500,Ahmedabad
149,Customized Bottle,237,911,Naitik,2,4476,Surat
111,Office Gifts,155,911,Naitik,2,500,Ahmedabad
122,Banner Printing,140,917,Abc,2,500,Vadodra
163,Show Piece,556,918,Zaki,33,25000,Nadiad
110,Hoardings,245,919,Dev,23,9500,Ahmedabad
110,Lightning Gift,396,917,Abc,2,3840,Ahmedabad
110,Office Gifts,237,913,Naitik,8,500,Surat
115,Hoardings,1105,920,Dhruv,2,688,Surat
110,Visiting Card,1165,917,Def,59,1005,Ahmedabad
110,Sipper,1299,911,Zaki,18,1328,Ahmedabad
113,Customized Bottle,1192,915,Dhyey,8,5896,Ahmedabad
139,Banner Printing,348,911,Def,2,500,Vadodra
116,Banner Printing,427,911,Dhruv,4,500,Surat
120,Animal Toys,339,919,Dhruv,8,1351,Ahmedabad
110,Sipper,305,911,Ghi,2,500,Surat
122,Banner Printing,155,918,Deep,2,500,Matar
113,Lippan Art,555,920,Vishwam,2,500,Kheda
110,Photo Frames,433,921,Dhruv,2,510,Kheda
121,Hoardings,179,917,Naitik,2,1072,Surat
120,Photo Frames,400,922,Zaki,9,2417,Matar
114,Banner Printing,100,914,Dhruv,3,500,Surat
138,Lightning Gift,629,922,Jkl,2,500,Vadodra
163,Customized Bottle,371,918,Zaki,30,6439,Nadiad
111,Lightning Gift,685,918,Deep,2,500,Ahmedabad
151,Sipper,549,921,Deep,4,1230,Nadiad
112,Lippan Art,453,917,Dhyey,8,23197,Ahmedabad
127,Hoardings,100,913,Deep,2,500,Surat
117,Customized Bottle,1299,911,Dev,8,9605,Ahmedabad
158,Photo Frames,648,918,Deep,2,5265,Ahmedabad
163,Customized Bottle,663,912,Dhyey,18,7416,Nadiad
120,Customized Bottle,236,913,Abc,17,9801,Ahmedabad
114,Customized Bottle,392,918,Zaki,3,1807,Ahmedabad
114,Hoardings,266,919,Naitik,2,1577,Surat
136,Show Piece,714,917,Deep,2,1483,Ahmedabad
110,Lippan Art,1299,913,Dhyey,7,4885,Kheda
137,Show Piece,620,918,Jkl,5,500,Matar
110,Office Gifts,581,916,Abc,6,25000,Ahmedabad
110,Show Piece,588,917,Abc,2,500,Ahmedabad
111,Lightning Gift,100,911,Dhruv,13,500,Surat
110,Lippan Art,495,919,Def,4,794,Ahmedabad
111,Banner Printing,1299,918,Deep,2,25000,Ahmedabad
145,Visiting Card,413,911,Abc,2,501,Ahmedabad
151,Lightning Gift,558,915,Vishwam,2,500,Vadodra
153,Customized Bottle,594,919,Zaki,2,8688,Nadiad
138,Office Gifts,262,913,Naitik,9,500,Surat
163,Customized Bottle,388,918,Zaki,2,2530,Ahmedabad
141,Sipper,232,914,Def,2,500,Ahmedabad
141,Animal Toys,470,915,Ghi,8,500,Ahmedabad
120,Phone Cases,519,920,Vishwam,2,1766,Vadodra
110,Office Gifts,1299,917,Abc,8,500,Ahmedabad
153,Lightning Gift,528,921,Abc,3,613,Ahmedabad
116,Show Piece,477,917,Vishwam,4,8199,Kheda
134,Lippan Art,241,912,Dhruv,2,500,Surat
141,Lippan Art,465,922,Jkl,2,500,Vadodra
148,Lightning Gift,383,921,Jkl,5,500,Vadodra
117,Photo Frames,369,921,Zaki,11,1511,Surat
112,Animal Toys,429,916,Ghi,5,4721,Matar
111,Photo Frames,385,918,Dhyey,4,1588,Vadodra
115,Visiting Card,495,918,Abc,71,1596,Ahmedabad
115,Customized Bottle,582,919,Jkl,2,24439,Ahmedabad
112,Customized Bottle,1299,915,Dev,27,4138,Kheda
120,Photo Frames,100,917,Dhruv,100,1234,Surat
110,Banner Printing,1299,917,Zaki,2,896,Ahmedabad
112,Office Gifts,419,920,Jkl,2,5257,Vadodra
110,Office Gifts,633,917,Naitik,2,500,Ahmedabad
116,Banner Printing,100,916,Naitik,2,921,Surat
110,Visiting Card,149,915,Ghi,6,5562,Ahmedabad
147,Lightning Gift,401,920,Vishwam,9,2165,Vadodra
118,Banner Printing,100,912,Ghi,10,17739,Surat
117,Lippan Art,1299,911,Dhyey,4,5528,Kheda
110,Lippan Art,100,920,Dhruv,5,675,Surat
112,Banner Printing,100,917,Dhruv,2,500,Surat
113,Lightning Gift,419,920,Vishwam,100,500,Ahmedabad
137,Sipper,563,918,Def,7,1010,Ahmedabad
145,Phone Cases,686,917,Jkl,30,2593,Vadodra
118,Customized Bottle,608,918,Jkl,26,647,Vadodra
136,Lightning Gift,444,914,Zaki,2,558,Vadodra
118,Sipper,510,911,Abc,5,2889,Ahmedabad
112,Photo Frames,535,915,Jkl,2,5525,Kheda
137,Phone Cases,388,918,Ghi,2,1802,Vadodra
153,Show Piece,763,916,Def,2,550,Ahmedabad
116,Sipper,602,911,Ghi,7,22811,Ahmedabad
115,Photo Frames,306,922,Deep,2,1609,Matar
111,Lippan Art,231,912,Dhruv,3,1285,Surat
128,Sipper,372,922,Dhyey,68,18190,Matar
161,Banner Printing,100,912,Vishwam,11,500,Nadiad
148,Hoardings,370,921,Vishwam,53,1004,Ahmedabad
146,Show Piece,100,917,Ghi,3,500,Surat
116,Phone Cases,173,913,Vishwam,4,5894,Ahmedabad
120,Lippan Art,418,913,Def,13,500,Nadiad
149,Sipper,621,917,Vishwam,39,4218,Ahmedabad
111,Office Gifts,320,915,Dhyey,2,4875,Kheda
137,Visiting Card,522,911,Hriday,9,500,Ahmedabad
160,Lightning Gift,249,919,Vishwam,3,696,Vadodra
137,Lightning Gift,206,918,Jkl,2,500,Vadodra
140,Photo Frames,1299,917,Abc,3,500,Ahmedabad
153,Animal Toys,228,921,Zaki,9,1716,Surat
116,Animal Toys,544,911,Dev,6,1582,Vadodra
120,Customized Bottle,597,916,Abc,8,1823,Ahmedabad
